REF_DATE;GEO;DGUID;Custodial and community supervision;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
2017/2018;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;74.4;;;;1
2017/2018;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;101.9;;;;1
2017/2018;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;0.0;;;;1
2017/2018;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;176.3;;;;1
2017/2018;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;517.24;;;;2
2017/2018;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;356.3;;;;1
2017/2018;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;334.0;;;;1
2017/2018;Northwest Territories;2016A000261;Conditional sentence, community supervision;Persons;249;units;0;v52265499;14.9;22.3;;;;1
2017/2018;Northwest Territories;2016A000261;Provincial parole, community supervision;Persons;249;units;0;v111900025;14.10;0.0;;;;1
2017/2018;Northwest Territories;2016A000261;Probation rates per 100,000 adults;Rate;257;units;0;v52265501;14.11;979.73;;;;2
2017/2018;Nunavut;2016A000262;Total actual-in count;Persons;249;units;0;v21536936;15.1;151.7;;;;1
2017/2018;Nunavut;2016A000262;Sentenced, actual-in count;Persons;249;units;0;v21536937;15.2;66.9;;;;1
2017/2018;Nunavut;2016A000262;Remand, actual-in count;Persons;249;units;0;v21536938;15.3;81.3;;;;1
2017/2018;Nunavut;2016A000262;Other statuses, actual-in count;Persons;249;units;0;v21536939;15.4;3.4;;;;1
2017/2018;Nunavut;2016A000262;On-register count;Persons;249;units;0;v21536940;15.5;154.0;;;;1
2017/2018;Nunavut;2016A000262;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536941;15.6;642.41;;;;2
2017/2018;Nunavut;2016A000262;Total community supervision count;Persons;249;units;0;v41443553;15.7;719.7;;;;1
2017/2018;Nunavut;2016A000262;Probation, community supervision;Persons;249;units;0;v41443554;15.8;672.8;;;;1
2017/2018;Nunavut;2016A000262;Conditional sentence, community supervision;Persons;249;units;0;v41443555;15.9;46.9;;;;1
2017/2018;Nunavut;2016A000262;Provincial parole, community supervision;Persons;249;units;0;v111900026;15.10;0.0;;;;1
2017/2018;Nunavut;2016A000262;Probation rates per 100,000 adults;Rate;257;units;0;v41443556;15.11;2849.55;;;;2
2018/2019;Provinces and Territories;2016A000011124;Total actual-in count;Persons;249;units;0;v21536797;1.1;23783.2;;;;1
2018/2019;Provinces and Territories;2016A000011124;Sentenced, actual-in count;Persons;249;units;0;v21536798;1.2;8708.2;;;;1
2018/2019;Provinces and Territories;2016A000011124;Remand, actual-in count;Persons;249;units;0;v21536799;1.3;14778.4;;;;1
2018/2019;Provinces and Territories;2016A000011124;Other statuses, actual-in count;Persons;249;units;0;v21536800;1.4;296.6;;;;1
2018/2019;Provinces and Territories;2016A000011124;On-register count;Persons;249;units;0;v21536801;1.5;25476.4;;;;1
2018/2019;Provinces and Territories;2016A000011124;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536802;1.6;79.57;;;;2
2018/2019;Provinces and Territories;2016A000011124;Total community supervision count;Persons;249;units;0;v21536803;1.7;89838.3;;;;1
2018/2019;Provinces and Territories;2016A000011124;Probation, community supervision;Persons;249;units;0;v21536804;1.8;82499.9;;;;1
2018/2019;Provinces and Territories;2016A000011124;Conditional sentence, community supervision;Persons;249;units;0;v21536805;1.9;6082.1;;;;1
2018/2019;Provinces and Territories;2016A000011124;Provincial parole, community supervision;Persons;249;units;0;v21536806;1.10;1256.3;;;;1
2018/2019;Provinces and Territories;2016A000011124;Probation rates per 100,000 adults;Rate;257;units;0;v21536807;1.11;294.42;;;;2
2018/2019;Newfoundland and Labrador;2016A000210;Total actual-in count;Persons;249;units;0;v21536808;2.1;335.2;;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Sentenced, actual-in count;Persons;249;units;0;v21536809;2.2;181.8;;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Remand, actual-in count;Persons;249;units;0;v21536810;2.3;153.3;;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Other statuses, actual-in count;Persons;249;units;0;v21536811;2.4;0.0;;;;1
2018/2019;Newfoundland and Labrador;2016A000210;On-register count;Persons;249;units;0;v21536812;2.5;335.2;;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536813;2.6;76.74;;;;2
2018/2019;Newfoundland and Labrador;2016A000210;Total community supervision count;Persons;249;units;0;v21536814;2.7;;..;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Probation, community supervision;Persons;249;units;0;v21536815;2.8;;..;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Conditional sentence, community supervision;Persons;249;units;0;v21536816;2.9;;..;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Provincial parole, community supervision;Persons;249;units;0;v111900015;2.10;;..;;;1
2018/2019;Newfoundland and Labrador;2016A000210;Probation rates per 100,000 adults;Rate;257;units;0;v21536817;2.11;;..;;;2
2018/2019;Prince Edward Island;2016A000211;Total actual-in count;Persons;249;units;0;v21536818;3.1;101.7;;;;1
2018/2019;Prince Edward Island;2016A000211;Sentenced, actual-in count;Persons;249;units;0;v21536819;3.2;69.9;;;;1
2018/2019;Prince Edward Island;2016A000211;Remand, actual-in count;Persons;249;units;0;v21536820;3.3;28.0;;;;1
2018/2019;Prince Edward Island;2016A000211;Other statuses, actual-in count;Persons;249;units;0;v21536821;3.4;3.7;;;;1
2018/2019;Prince Edward Island;2016A000211;On-register count;Persons;249;units;0;v21536822;3.5;103.7;;;;1
2018/2019;Prince Edward Island;2016A000211;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536823;3.6;81.76;;;;2
2018/2019;Prince Edward Island;2016A000211;Total community supervision count;Persons;249;units;0;v21536824;3.7;718.3;;;;1
2018/2019;Prince Edward Island;2016A000211;Probation, community supervision;Persons;249;units;0;v21536825;3.8;711.5;;;;1
2018/2019;Prince Edward Island;2016A000211;Conditional sentence, community supervision;Persons;249;units;0;v21536826;3.9;6.8;;;;1
2018/2019;Prince Edward Island;2016A000211;Provincial parole, community supervision;Persons;249;units;0;v111900016;3.10;0.0;;;;1
2018/2019;Prince Edward Island;2016A000211;Probation rates per 100,000 adults;Rate;257;units;0;v21536827;3.11;572.14;;;;2
2018/2019;Nova Scotia;2016A000212;Total actual-in count;Persons;249;units;0;v21536828;4.1;468.1;;;;1
2018/2019;Nova Scotia;2016A000212;Sentenced, actual-in count;Persons;249;units;0;v21536829;4.2;128.4;;;;1
2018/2019;Nova Scotia;2016A000212;Remand, actual-in count;Persons;249;units;0;v21536830;4.3;321.9;;;;1
2018/2019;Nova Scotia;2016A000212;Other statuses, actual-in count;Persons;249;units;0;v21536831;4.4;17.9;;;;1
2018/2019;Nova Scotia;2016A000212;On-register count;Persons;249;units;0;v21536832;4.5;519.9;;;;1
2018/2019;Nova Scotia;2016A000212;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536833;4.6;58.90;;;;2
2018/2019;Nova Scotia;2016A000212;Total community supervision count;Persons;249;units;0;v21536834;4.7;;..;;;1
2018/2019;Nova Scotia;2016A000212;Probation, community supervision;Persons;249;units;0;v21536835;4.8;;..;;;1
2018/2019;Nova Scotia;2016A000212;Conditional sentence, community supervision;Persons;249;units;0;v21536836;4.9;;..;;;1
2018/2019;Nova Scotia;2016A000212;Provincial parole, community supervision;Persons;249;units;0;v111900017;4.10;;..;;;1
2018/2019;Nova Scotia;2016A000212;Probation rates per 100,000 adults;Rate;257;units;0;v21536837;4.11;;..;;;2
2018/2019;New Brunswick;2016A000213;Total actual-in count;Persons;249;units;0;v21536838;5.1;468.6;;;;1
2018/2019;New Brunswick;2016A000213;Sentenced, actual-in count;Persons;249;units;0;v21536839;5.2;217.0;;;;1
2018/2019;New Brunswick;2016A000213;Remand, actual-in count;Persons;249;units;0;v21536840;5.3;242.6;;;;1
2018/2019;New Brunswick;2016A000213;Other statuses, actual-in count;Persons;249;units;0;v21536841;5.4;9.0;;;;1
2018/2019;New Brunswick;2016A000213;On-register count;Persons;249;units;0;v21536842;5.5;491.9;;;;1
2018/2019;New Brunswick;2016A000213;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536843;5.6;73.73;;;;2
2018/2019;New Brunswick;2016A000213;Total community supervision count;Persons;249;units;0;v21536844;5.7;;..;;;1
2018/2019;New Brunswick;2016A000213;Probation, community supervision;Persons;249;units;0;v21536845;5.8;;..;;;1
2018/2019;New Brunswick;2016A000213;Conditional sentence, community supervision;Persons;249;units;0;v21536846;5.9;;..;;;1
2018/2019;New Brunswick;2016A000213;Provincial parole, community supervision;Persons;249;units;0;v111900018;5.10;;..;;;1
2018/2019;New Brunswick;2016A000213;Probation rates per 100,000 adults;Rate;257;units;0;v21536847;5.11;;..;;;2
2018/2019;Quebec;2016A000224;Total actual-in count;Persons;249;units;0;v21536848;6.1;4487.9;;;;1
2018/2019;Quebec;2016A000224;Sentenced, actual-in count;Persons;249;units;0;v21536849;6.2;2471.3;;;;1
2018/2019;Quebec;2016A000224;Remand, actual-in count;Persons;249;units;0;v21536850;6.3;2016.6;;;;1
2018/2019;Quebec;2016A000224;Other statuses, actual-in count;Persons;249;units;0;v21536851;6.4;0.0;;;;1
2018/2019;Quebec;2016A000224;On-register count;Persons;249;units;0;v21536852;6.5;4816.9;;;;1
2018/2019;Quebec;2016A000224;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536853;6.6;65.82;;;;2
2018/2019;Quebec;2016A000224;Total community supervision count;Persons;249;units;0;v21536854;6.7;14320.3;;;;1
2018/2019;Quebec;2016A000224;Probation, community supervision;Persons;249;units;0;v21536855;6.8;12093.5;;;;1
2018/2019;Quebec;2016A000224;Conditional sentence, community supervision;Persons;249;units;0;v21536856;6.9;1368.8;;;;1
2018/2019;Quebec;2016A000224;Provincial parole, community supervision;Persons;249;units;0;v21536857;6.10;858.0;;;;1
2018/2019;Quebec;2016A000224;Probation rates per 100,000 adults;Rate;257;units;0;v21536858;6.11;177.36;;;;2
2018/2019;Ontario;2016A000235;Total actual-in count;Persons;249;units;0;v21536859;7.1;7446.7;;;;1
2018/2019;Ontario;2016A000235;Sentenced, actual-in count;Persons;249;units;0;v21536860;7.2;2049.8;;;;1
2018/2019;Ontario;2016A000235;Remand, actual-in count;Persons;249;units;0;v21536861;7.3;5280.2;;;;1
2018/2019;Ontario;2016A000235;Other statuses, actual-in count;Persons;249;units;0;v21536862;7.4;116.8;;;;1
2018/2019;Ontario;2016A000235;On-register count;Persons;249;units;0;v21536863;7.5;8461.7;;;;1
2018/2019;Ontario;2016A000235;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536864;7.6;64.36;;;;2
2018/2019;Ontario;2016A000235;Total community supervision count;Persons;249;units;0;v21536865;7.7;40673.2;;;;1
2018/2019;Ontario;2016A000235;Probation, community supervision;Persons;249;units;0;v21536866;7.8;38231.0;;;;1
2018/2019;Ontario;2016A000235;Conditional sentence, community supervision;Persons;249;units;0;v21536867;7.9;2043.8;;;;1
2018/2019;Ontario;2016A000235;Provincial parole, community supervision;Persons;249;units;0;v21536868;7.10;398.3;;;;1
2018/2019;Ontario;2016A000235;Probation rates per 100,000 adults;Rate;257;units;0;v21536869;7.11;330.41;;;;2
2018/2019;Manitoba;2016A000246;Total actual-in count;Persons;249;units;0;v21536870;8.1;2104.8;;;;1
2018/2019;Manitoba;2016A000246;Sentenced, actual-in count;Persons;249;units;0;v21536871;8.2;663.8;;;;1
2018/2019;Manitoba;2016A000246;Remand, actual-in count;Persons;249;units;0;v21536872;8.3;1441.0;;;;1
2018/2019;Manitoba;2016A000246;Other statuses, actual-in count;Persons;249;units;0;v21536873;8.4;0.0;;;;1
2018/2019;Manitoba;2016A000246;On-register count;Persons;249;units;0;v21536874;8.5;2104.8;;;;1
2018/2019;Manitoba;2016A000246;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536875;8.6;201.03;;;;2
2018/2019;Manitoba;2016A000246;Total community supervision count;Persons;249;units;0;v21536876;8.7;6323.3;;;;1
2018/2019;Manitoba;2016A000246;Probation, community supervision;Persons;249;units;0;v21536877;8.8;5989.1;;;;1
2018/2019;Manitoba;2016A000246;Conditional sentence, community supervision;Persons;249;units;0;v21536878;8.9;334.3;;;;1
2018/2019;Manitoba;2016A000246;Provincial parole, community supervision;Persons;249;units;0;v111900019;8.10;0.0;;;;1
2018/2019;Manitoba;2016A000246;Probation rates per 100,000 adults;Rate;257;units;0;v21536879;8.11;572.02;;;;2
2018/2019;Saskatchewan;2016A000247;Total actual-in count;Persons;249;units;0;v21536880;9.1;1923.0;;;;1
2018/2019;Saskatchewan;2016A000247;Sentenced, actual-in count;Persons;249;units;0;v21536881;9.2;940.2;;;;1
2018/2019;Saskatchewan;2016A000247;Remand, actual-in count;Persons;249;units;0;v21536882;9.3;982.5;;;;1
2018/2019;Saskatchewan;2016A000247;Other statuses, actual-in count;Persons;249;units;0;v111900020;9.4;0.3;;;;1
2018/2019;Saskatchewan;2016A000247;On-register count;Persons;249;units;0;v21536884;9.5;1923.0;;;;1
2018/2019;Saskatchewan;2016A000247;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536885;9.6;215.17;;;;2
2018/2019;Saskatchewan;2016A000247;Total community supervision count;Persons;249;units;0;v21536886;9.7;5796.2;;;;1
2018/2019;Saskatchewan;2016A000247;Probation, community supervision;Persons;249;units;0;v21536887;9.8;4879.2;;;;1
2018/2019;Saskatchewan;2016A000247;Conditional sentence, community supervision;Persons;249;units;0;v21536888;9.9;917.0;;;;1
2018/2019;Saskatchewan;2016A000247;Provincial parole, community supervision;Persons;249;units;0;v111900021;9.10;0.0;;;;1
2018/2019;Saskatchewan;2016A000247;Probation rates per 100,000 adults;Rate;257;units;0;v21536889;9.11;545.96;;;;2
2018/2019;Alberta;2016A000248;Total actual-in count;Persons;249;units;0;v21536890;10.1;3614.8;;;;1
2018/2019;Alberta;2016A000248;Sentenced, actual-in count;Persons;249;units;0;v21536891;10.2;1017.0;;;;1
2018/2019;Alberta;2016A000248;Remand, actual-in count;Persons;249;units;0;v21536892;10.3;2481.3;;;;1
2018/2019;Alberta;2016A000248;Other statuses, actual-in count;Persons;249;units;0;v111900022;10.4;116.6;;;;1
2018/2019;Alberta;2016A000248;On-register count;Persons;249;units;0;v21536894;10.5;3884.5;;;;1
2018/2019;Alberta;2016A000248;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536895;10.6;108.15;;;;2
2018/2019;Alberta;2016A000248;Total community supervision count;Persons;249;units;0;v21536896;10.7;8451.3;;;;1
2018/2019;Alberta;2016A000248;Probation, community supervision;Persons;249;units;0;v21536897;10.8;7792.3;;;;1
2018/2019;Alberta;2016A000248;Conditional sentence, community supervision;Persons;249;units;0;v21536898;10.9;659.0;;;;1
2018/2019;Alberta;2016A000248;Provincial parole, community supervision;Persons;249;units;0;v111900023;10.10;0.0;;;;1
2018/2019;Alberta;2016A000248;Probation rates per 100,000 adults;Rate;257;units;0;v21536899;10.11;233.14;;;;2
2018/2019;British Columbia;2016A000259;Total actual-in count;Persons;249;units;0;v21536900;11.1;2422.7;;;;1
2018/2019;British Columbia;2016A000259;Sentenced, actual-in count;Persons;249;units;0;v21536901;11.2;795.0;;;;1
2018/2019;British Columbia;2016A000259;Remand, actual-in count;Persons;249;units;0;v21536902;11.3;1597.9;;;;1
2018/2019;British Columbia;2016A000259;Other statuses, actual-in count;Persons;249;units;0;v21536903;11.4;29.9;;;;1
2018/2019;British Columbia;2016A000259;On-register count;Persons;249;units;0;v21536904;11.5;2422.7;;;;1
2018/2019;British Columbia;2016A000259;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536905;11.6;58.61;;;;2
2018/2019;British Columbia;2016A000259;Total community supervision count;Persons;249;units;0;v21536906;11.7;12081.9;;;;1
2018/2019;British Columbia;2016A000259;Probation, community supervision;Persons;249;units;0;v21536907;11.8;11389.0;;;;1
2018/2019;British Columbia;2016A000259;Conditional sentence, community supervision;Persons;249;units;0;v21536908;11.9;692.9;;;;1
2018/2019;British Columbia;2016A000259;Provincial parole, community supervision;Persons;249;units;0;v21536909;11.10;0.0;;;;1
2018/2019;British Columbia;2016A000259;Probation rates per 100,000 adults;Rate;257;units;0;v21536910;11.11;275.53;;;;2
2018/2019;Yukon;2016A000260;Total actual-in count;Persons;249;units;0;v21536911;12.1;67.0;;;;1
2018/2019;Yukon;2016A000260;Sentenced, actual-in count;Persons;249;units;0;v21536912;12.2;19.8;;;;1
2018/2019;Yukon;2016A000260;Remand, actual-in count;Persons;249;units;0;v21536913;12.3;47.2;;;;1
2018/2019;Yukon;2016A000260;Other statuses, actual-in count;Persons;249;units;0;v21536914;12.4;0.0;;;;1
2018/2019;Yukon;2016A000260;On-register count;Persons;249;units;0;v21536915;12.5;67.0;;;;1
2018/2019;Yukon;2016A000260;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536916;12.6;205.85;;;;2
2018/2019;Yukon;2016A000260;Total community supervision count;Persons;249;units;0;v21536917;12.7;280.8;;;;1
2018/2019;Yukon;2016A000260;Probation, community supervision;Persons;249;units;0;v21536918;12.8;280.8;;;;1
2018/2019;Yukon;2016A000260;Conditional sentence, community supervision;Persons;249;units;0;v21536919;12.9;0.0;;;;1
2018/2019;Yukon;2016A000260;Provincial parole, community supervision;Persons;249;units;0;v111900024;12.10;0.0;;;;1
2018/2019;Yukon;2016A000260;Probation rates per 100,000 adults;Rate;257;units;0;v21536920;12.11;862.48;;;;2
2018/2019;Northwest Territories;2016A000261;Total actual-in count;Persons;249;units;0;v21536930;14.1;182.5;;;;1
2018/2019;Northwest Territories;2016A000261;Sentenced, actual-in count;Persons;249;units;0;v21536931;14.2;84.6;;;;1
2018/2019;Northwest Territories;2016A000261;Remand, actual-in count;Persons;249;units;0;v21536932;14.3;97.9;;;;1
2018/2019;Northwest Territories;2016A000261;Other statuses, actual-in count;Persons;249;units;0;v44182208;14.4;0.0;;;;1
2018/2019;Northwest Territories;2016A000261;On-register count;Persons;249;units;0;v42133461;14.5;182.5;;;;1
2018/2019;Northwest Territories;2016A000261;Incarceration rates per 100,000 adults;Rate;257;units;0;v21536935;14.6;533.77;;;;2
2018/2019;Northwest Territories;2016A000261;Total community supervision count;Persons;249;units;0;v52265497;14.7;380.3;;;;1
2018/2019;Northwest Territories;2016A000261;Probation, community supervision;Persons;249;units;0;v52265498;14.8;361.4;;;;1
