FID;INSTAL_COD;INSTAL_NOM;INSTAL_N_1;ETAB_CODE;ETAB_NOM;ETAB_NOM_A;RSS_CODE;RSS_NOM;ADRESSE;CASE_POST;CODE_POSTA;TELEPHONE;MUN_CODE;MUN_NOM;CLSC_CODE;CLSC_NOM;MRC_CODE;MRC_NOM;RLS_CODE;RLS_NOM;RUIS_CODE;RUIS_NOM;STATUT_COD;MD_CONS_CO;MD_FINAN_C;DESIGN_MIN;INSTANCE;DATE_INCOR;DATE_OUVER;LONGITUDE;LATITUDE;CHPSY;CHSGS;CHSLD;CLSC;CPEJ;CRDITED;CRDPA;CRDPM;CRDPV;CRDPL;CRJDA;CRMDA;CRD;Y;X
1334;52573722;DISPENSAIRE DE KUUJJUARAPIK;DISPENSAIRE DE KUUJJUARAPIK;18456327;Centre de sante inuulitsivik - inuulitsivik healthcenter;CENTRE DE SANTE INUULITSIVIK;17;Nunavik;kuujjuarapik; ;J0M1G0;(819) 929-3215;99075;Kuujjuarapik; ; ;992;Administration régionale Kativik; ; ; ; ;1;2;1; ;N;2010/05/03 00:00:00+00;1982/04/01 00:00:00+00;-77.763647;55.278406;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-77.7636469995206;55.2784059998758
1335;52573730;DISPENSAIRE D'INUKJUAK;DISPENSAIRE D'INUKJUAK;18456327;Centre de sante inuulitsivik - inuulitsivik healthcenter;CENTRE DE SANTE INUULITSIVIK;17;Nunavik;inukjuak; ;J0M1M0;(819) 254-8827;99085;Inukjuak; ; ;992;Administration régionale Kativik; ; ; ; ;1;2;1; ;N;2010/05/03 00:00:00+00;1982/04/01 00:00:00+00;-78.104926;58.452979;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-78.1049260005699;58.4529790000766
1336;52573748;DISPENSAIRE DE SALLUIT;DISPENSAIRE DE SALLUIT;18456327;Centre de sante inuulitsivik - inuulitsivik healthcenter;CENTRE DE SANTE INUULITSIVIK;17;Nunavik;salluit; ;J0M1S0;(819) 255-8975;99135;Salluit; ; ;992;Administration régionale Kativik; ; ; ; ;1;2;1; ;N;2010/05/03 00:00:00+00;1982/04/01 00:00:00+00;-75.643529;62.200491;Non;Non;Non;Oui;Oui;Non;Non;Non;Non; ;Non;Non;Non;-75.6435289994733;62.2004909999895
1337;52576279;CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE L'ERMITAGE;CENTRE MULTI. SSS DE L'ERMITAGE;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;45, rue de l'Ermitage; ;G6P6X4;(819) 758-7511;39062;Victoriaville;4181;Arthabaska;390;Arthabaska;418;RLS d’Arthabaska-et-de-L’Érable;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1982/09/11 00:00:00+00;-71.960646;46.061556;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non; ;Non;Non;Non;-71.9606459997625;46.0615560001259
1338;52579851;CHSLD PAUL-GOUIN;CHSLD PAUL-GOUIN;11045192;Centre intégré universitaire de santé et de services sociaux du Nord-de-l'Île-de-Montréal;CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;5900, rue de Saint-Vallier; ;H2S2P3;(514) 273-3681;66023;Montréal;6432;Petite Patrie;660;Montréal;643;RLS de la Petite Patrie - Villeray;2;RUIS Université de Montréal;1;2;1; ;N;;1982/10/09 00:00:00+00;-73.599755;45.532156;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5997549996016;45.532156000114
1339;52579869;CHSLD JUDITH-JASMIN;CHSLD JUDITH-JASMIN;11045200;Centre intégré universitaire de santé et de services sociaux de l'Est-de-l'Île-de-Montréal;CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;8850, rue Bisaillon; ;H1K4N2;(514) 354-5990;66023;Montréal;6524;Mercier-Est;660;Montréal;652;RLS de Rivière-des-Prairies - Anjou - Montréal-Est;2;RUIS Université de Montréal;1;2;1; ;N;;1982/10/11 00:00:00+00;-73.529723;45.606414;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5297229999895;45.6064140004205
1340;52585460;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE RIVIÈRE-DES-PRAIRIES;FOYER DE GROUPE POUR JDA RIVIÈRE-DES-PRAIRIES;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;12525, 28e Avenue; ;H1E3V3;(514) 881-4799;66023;Montréal;6521;Rivière-des-Prairies;660;Montréal;652;RLS de Rivière-des-Prairies - Anjou - Montréal-Est;2;RUIS Université de Montréal;1;2;1; ;N;;1982/10/26 00:00:00+00;-73.592112;45.641609;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.5921120000581;45.6416090000641
1341;52585510;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION ROSEMONT;FOYER DE GROUPE POUR JDA ROSEMONT;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;6554, boulevard Saint-Michel; ;H1Y2G1;(514) 593-2679;66023;Montréal;6531;Rosemont;660;Montréal;653;RLS de Hochelaga - Mercier-Ouest - Rosemont;2;RUIS Université de Montréal;1;2;1; ;N;;1982/10/26 00:00:00+00;-73.587795;45.555174;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.5877949995508;45.5551740000117
1342;52596053;CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION CHARLES-ÉDOUARD-BOURGEOIS;CPRJMDA CHARLES-ÉDOUARD-BOURGEOIS;11045143;Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec;CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC;4;Mauricie et Centre-du-Québec;2735, rue Papineau; ;G8Z1N8;(855) 378-5481;37067;Trois-Rivières;4151;Trois-Rivières;371;Trois-Rivières;415;RLS de Trois-Rivières;2;RUIS Université de Montréal;1;2;1; ;N;;1982/10/12 00:00:00+00;-72.564888;46.349732;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Oui;Non;-72.5648879997196;46.3497320000171
1343;52609203;CENTRE D'HÉBERGEMENT HENRI-BRADET;CENTRE D'HÉBERGEMENT HENRI-BRADET;11045176;Centre intégré universitaire de santé et de services sociaux du Centre-Ouest-de-l'Île-de-Montréal;CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;6465, avenue Chester; ;H4V2Z8;(514) 484-7878;66023;Montréal;6212;Notre-Dame-de-Grâce - Montréal-Ouest;660;Montréal;621;RLS de Côte-Saint-Luc - NDG - Montréal-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1982/11/17 00:00:00+00;-73.645064;45.471978;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6450639995192;45.4719780001915
1344;52610011;CLSC DE SAINT-CLÉMENT;CLSC DE SAINT-CLÉMENT;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;25, rue Saint-Pierre;case postale 99;G0L2N0;(418) 963-2933;11005;Saint-Clément;1141;Les Basques;110;Les Basques;114;RLS des Basques;1;RUIS Université Laval;1;2;1; ;N;;1982/04/01 00:00:00+00;-69.097136;47.923521;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-69.0971359996301;47.9235209995872
1345;52651288;CLSC DE BOUCHERVILLE;CLSC DE BOUCHERVILLE;11045309;Centre intégré de santé et de services sociaux de la Montérégie-Est;CISSS DE LA MONTÉRÉGIE-EST;16;Montérégie;160, boulevard de Montarville; ;J4B6S2;(450) 468-3630;58033;Boucherville;16213;Lajemmerais;580;Longueuil;1621;RLS Pierre-Boucher;2;RUIS Université de Montréal;1;2;1; ;N;;1983/03/07 00:00:00+00;-73.452453;45.602808;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.4524529997281;45.602807999816
1346;52665114;SERVICES EXTERNES DE TÉMISCAMING;SERVICES EXTERNES DE TÉMISCAMING;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;180, rue Anvik;case postale 760;J0Z3R0;(819) 627-3385;85005;Témiscaming;8152;Témiscaming;850;Témiscamingue;815;RLS du Témiscaming;3;RUIS Université McGill;1;2;1; ;N;;1983/04/01 00:00:00+00;-79.094112;46.725735;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-79.0941119996013;46.7257350004406
1347;52665163;SERVICES EXTERNES DE LA SARRE;SERVICES EXTERNES DE LA SARRE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;679, 2e Rue Est;case postale 6000;J9Z2X7;(819) 333-2311;87090;La Sarre;8111;Abitibi-Ouest;870;Abitibi-Ouest;811;RLS de l'Abitibi-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1983/04/01 00:00:00+00;-79.198491;48.786363;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Non;Non;Oui;-79.1984910005905;48.7863630003198
1348;52665213;ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE DOLBEAU-MISTASSINI;ATELIER DE TRAVAIL DI ET TSA DE DOLBEAU-MISTASSINI;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;364, 8e Avenue; ;G8L3E5;(418) 276-7491;92022;Dolbeau-Mistassini;2121;Maria-Chapdelaine;920;Maria-Chapdelaine;212;RLS de Maria-Chapdelaine;1;RUIS Université Laval;1;2;1; ;N;;1983/03/30 00:00:00+00;-72.239209;48.878008;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-72.2392090005435;48.8780080003177
1349;52667516;CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME GAUTHIER;CENTRE D'ACT. DE JOUR DI ET TSA GAUTHIER;11045127;Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean;CIUSSS DU SAGUENAY – LAC-SAINT-JEAN;2;Saguenay–Lac-Saint-Jean;150, rue Gauthier Ouest; ;G8B2H3;(418) 668-4271;93042;Alma;2131;Lac-Saint-Jean-Est;930;Lac-Saint-Jean-Est;213;RLS de Lac-Saint-Jean-Est;1;RUIS Université Laval;1;2;1; ;N;;1983/04/01 00:00:00+00;-71.649596;48.54027;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-71.6495959997307;48.5402699997772
1350;52677994;CLSC DE WATERLOO;CLSC DE WATERLOO;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;48, rue Young;case postale 1290;J0E2N0;(450) 539-3340;47025;Waterloo;5121;Granby-Shefford-Bromont;470;La Haute-Yamaska;512;RLS de la Haute-Yamaska;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1983/04/01 00:00:00+00;-72.518674;45.345208;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.5186740005168;45.3452079999234
1351;52678091;CLSC DE CÔTE-DES-NEIGES;CLSC DE CÔTE-DES-NEIGES;11045176;Centre intégré universitaire de santé et de services sociaux du Centre-Ouest-de-l'Île-de-Montréal;CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;1271, avenue Van Horne; ;H2V1K5;(514) 270-1536;66023;Montréal;6222;Mont-Royal;660;Montréal;622;RLS de Côte-des-Neiges - Métro - Parc-Extension;3;RUIS Université McGill;1;2;1; ;N;;1983/04/01 00:00:00+00;-73.614018;45.521866;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6140179998134;45.521865999665
1352;52678281;CHSLD PAUL-LIZOTTE;CHSLD PAUL-LIZOTTE;11045192;Centre intégré universitaire de santé et de services sociaux du Nord-de-l'Île-de-Montréal;CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;6850, boulevard Gouin Est; ;H1G6L7;(514) 326-7140;66023;Montréal;6422;Montréal-Nord;660;Montréal;642;RLS d'Ahuntsic - Montréal-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;1983/04/01 00:00:00+00;-73.620514;45.627464;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.6205140003153;45.6274640002674
1353;52678562;CLSC D'EAST BROUGHTON;CLSC D'EAST BROUGHTON;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;763, 10e avenue Nord; ;G0N1H0;(418) 427-2015;31122;East Broughton;12121;Les Appalaches;310;Les Appalaches;1212;RLS de la région de Thetford;1;RUIS Université Laval;1;2;1; ;N;;1983/04/01 00:00:00+00;-71.081576;46.229204;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.0815760002575;46.2292040000374
1354;52693389;CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MAIZERETS;CLSC ET GMFU DE MAIZERETS;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;2480, chemin de la Canardière; ;G1J2G1;(418) 666-3241;23027;Québec;3126;Limoilou-Vanier;230;Québec;312;RLS de Québec-Sud;1;RUIS Université Laval;1;2;1; ;N;;1983/04/01 00:00:00+00;-71.218317;46.843684;Non;Oui;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.2183169999145;46.8436840002734
1355;52697893;CENTRE D'HÉBERGEMENT PAUL-BRUCHÉSI;CENTRE D'HÉBERGEMENT PAUL-BRUCHÉSI;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;2225, rue Rachel Est; ;H2H1R4;(514) 526-4981;66023;Montréal;6322;Plateau-Mont-Royal;660;Montréal;632;RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc;2;RUIS Université de Montréal;1;2;1; ;N;;1983/04/01 00:00:00+00;-73.566227;45.534528;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5662270002196;45.5345279996443
1356;52724218;CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE LA RUE BOYER;CR EN DÉFICIENCE PHYSIQUE DE LA RUE BOYER;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;11, rue Boyer; ;J7Z2K5;(450) 432-7588;75017;Saint-Jérôme;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;1983/04/01 00:00:00+00;-74.006222;45.772491;Non;Non;Non;Non;Non;Non;Oui;Oui;Non; ;Non;Non;Non;-74.0062219999561;45.772491000098
1357;52754959;CLSC DE CAPLAN;CLSC DE CAPLAN;11045242;Centre intégré de santé et de services sociaux de la Gaspésie;CISSS DE LA GASPÉSIE;11;Gaspésie–Îles-de-la-Madeleine;96, boulevard Perron Ouest;case postale 208;G0C1H0;(418) 388-2572;5060;Caplan;11112;Bonaventure;50;Bonaventure;1111;RLS de la Baie-des-Chaleurs;1;RUIS Université Laval;1;2;1; ;N;;1983/09/13 00:00:00+00;-65.693543;48.105149;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-65.6935429995198;48.1051490003452
1358;52754975;CLSC DE COWANSVILLE-SUD;CLSC DE COWANSVILLE-SUD;11045150;Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke;CIUSSS DE L'ESTRIE – CHUS;5;Estrie;112, rue du Sud; ;J2K2X2;(450) 266-4342;46080;Cowansville;5111;Cowansville-Farnham-Bedford;460;Brome-Missisquoi;511;RLS de la Pommeraie;4;RUIS Université de Sherbrooke;1;2;1; ;N;;1983/09/13 00:00:00+00;-72.748194;45.206637;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-72.7481940005324;45.2066370003546
1359;52754983;CLSC DE SAINT-OMER;CLSC DE SAINT-OMER;11045242;Centre intégré de santé et de services sociaux de la Gaspésie;CISSS DE LA GASPÉSIE;11;Gaspésie–Îles-de-la-Madeleine;102, boulevard Perron;case postale 10;G0C2Z0;(418) 364-7064;6013;Carleton-sur-Mer;11111;Avignon;60;Avignon;1111;RLS de la Baie-des-Chaleurs;1;RUIS Université Laval;1;2;1; ;N;;1983/09/13 00:00:00+00;-66.221682;48.10998;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-66.2216820002043;48.1099800002245
1360;52754991;CLSC DE NAPIERVILLE;CLSC DE NAPIERVILLE;11045317;Centre intégré de santé et de services sociaux de la Montérégie-Ouest;CISSS DE LA MONTÉRÉGIE-OUEST;16;Montérégie;509, rue Saint-Jacques; ;J0J1L0;(450) 245-3336;68030;Napierville;16343;Les Jardins-de-Napierville;680;Les Jardins-de-Napierville;1634;RLS de Jardins-Roussillon;3;RUIS Université McGill;1;2;1; ;N;;1983/09/13 00:00:00+00;-73.413413;45.192681;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.4134129999785;45.1926809996341
1361;52756772;CENTRE D'HÉBERGEMENT ARMAND-LAVERGNE;CENTRE D'HÉBERGEMENT ARMAND-LAVERGNE;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;3500, rue Chapleau; ;H2K4N3;(514) 527-8921;66023;Montréal;6322;Plateau-Mont-Royal;660;Montréal;632;RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc;2;RUIS Université de Montréal;1;2;1; ;N;;1983/09/06 00:00:00+00;-73.563504;45.535693;Non;Non;Oui;Non;Non;Non;Non;Non;Non; ;Non;Non;Non;-73.5635039999076;45.5356930004254
1362;52792058;FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION 1RE AVENUE;FOYER DE GROUPE POUR JDA 1RE AVENUE;11045184;Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal;CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL;6;Montréal;6936, 1e Avenue; ;H1Y3B4;(514) 593-2442;66023;Montréal;6531;Rosemont;660;Montréal;653;RLS de Hochelaga - Mercier-Ouest - Rosemont;2;RUIS Université de Montréal;1;2;1; ;N;;1983/12/20 00:00:00+00;-73.597296;45.553268;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-73.5972960003858;45.5532680000755
1363;52803269;CASIS LAFONTAINE;CASIS LAFONTAINE;11045283;Centre intégré de santé et de services sociaux des Laurentides;CISSS DES LAURENTIDES;15;Laurentides;55, 104e Avenue; ;J7Y1H5;(450) 436-5437;75017;Saint-Jérôme;15161;La Rivière-du-Nord - Mirabel;750;La Rivière-du-Nord;1516;RLS de la Rivière-du-Nord - Mirabel-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;1983/05/19 00:00:00+00;-74.011864;45.798242;Non;Non;Non;Non;Non;Oui;Non;Non;Non; ;Non;Non;Non;-74.0118639993985;45.7982419997182
1364;52818408;CLSC DE LAC-DES-AIGLES;CLSC DE LAC-DES-AIGLES;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;69, rue Principale;case postale 160;G0K1V0;(418) 779-2572;13060;Lac-des-Aigles;1131;Témiscouata;130;Témiscouata;113;RLS de Témiscouata;1;RUIS Université Laval;1;2;1; ;N;;1984/02/20 00:00:00+00;-68.676718;47.988448;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-68.6767179999112;47.988448000018
1365;52830007;CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME ET DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE SEPT-ÎLES;CRDI-TSA ET CRDP DE SEPT-ÎLES;11045234;Centre intégré de santé et de services sociaux de la Côte-Nord;CISSS DE LA CÔTE-NORD;9;Côte-Nord;450, avenue Évangeline; ;G4R2N5;(418) 968-2470;97007;Sept-Îles;9141;Sept-Îles;971;Sept-Rivières;914;RLS de Sept-Îles;1;RUIS Université Laval;1;2;1; ;N;;1988/02/01 00:00:00+00;-66.381123;50.208044;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui; ;Non;Non;Non;-66.3811230005671;50.2080439998451
1366;52841640;CENTRE DE RÉADAPTION EN DÉFICIENCE PHYSIQUE DE MANIWAKI;CRDP DE MANIWAKI;11045218;Centre intégré de santé et de services sociaux de l'Outaouais;CISSS DE L'OUTAOUAIS;7;Outaouais;244, rue Champlain; ;J9E1L5;(819) 449-5248;83065;Maniwaki;7121;Des Forestiers;830;La Vallée-de-la-Gatineau;712;RLS de la Vallée-de-la-Gatineau;3;RUIS Université McGill;1;2;1; ;N;;1984/04/01 00:00:00+00;-75.975835;46.376558;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui; ;Non;Non;Non;-75.9758350005749;46.3765580002951
1367;52870573;CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LA MATANIE;CRJDA DE LA MATANIE;11045119;Centre intégré de santé et de services sociaux du Bas-Saint-Laurent;CISSS DU BAS-SAINT-LAURENT;1;Bas-Saint-Laurent;362, rue Desrosiers; ;G4W3K3;(418) 562-0640;8053;Matane;1171;Matane;80;La Matanie;117;RLS de Matane;1;RUIS Université Laval;1;2;1; ;N;;1984/06/15 00:00:00+00;-67.53695;48.841993;Non;Non;Non;Non;Non;Non;Non;Non;Non; ;Oui;Non;Non;-67.536950000575;48.8419929996617
1368;52909132;CLSC D'ADSTOCK;CLSC D'ADSTOCK;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;52, rue du Parc; ;G0N1S0;(418) 422-2024;31056;Adstock;12121;Les Appalaches;310;Les Appalaches;1212;RLS de la région de Thetford;1;RUIS Université Laval;1;2;1; ;N;;1984/08/28 00:00:00+00;-71.079432;46.045366;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.0794319995607;46.0453660001203
1369;52935277;CLSC DE SAINT-DONAT;CLSC DE SAINT-DONAT;11045275;Centre intégré de santé et de services sociaux de Lanaudière;CISSS DE LANAUDIÈRE;14;Lanaudière;377, rue du Foyer; ;J0T2C0;(450) 424-1511;62060;Saint-Donat;14111;Matawinie;620;Matawinie;1411;RLS de Lanaudière-Nord;2;RUIS Université de Montréal;1;2;1; ;N;;1984/04/01 00:00:00+00;-74.22233;46.321616;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-74.2223299995768;46.32161599963
1370;52936697;CLSC DE DONNACONA;CLSC DE DONNACONA;11045135;Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale;CIUSSS DE LA CAPITALE-NATIONALE;3;Capitale-Nationale;400, Route 138; ;G3M1C3;(418) 285-2626;34025;Donnacona;3111;Portneuf;340;Portneuf;311;RLS de Portneuf;1;RUIS Université Laval;1;2;1; ;N;;1984/04/01 00:00:00+00;-71.723852;46.680646;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.7238520003475;46.6806459998096
1371;52942570;SERVICES EXTERNES - DÉFICIENCE PHYSIQUE DE LA SARRE;SERV. EXT. - DÉF. PHYS. DE LA SARRE;11045226;Centre intégré de santé et de services sociaux de l'Abitibi-Témiscamingue;CISSS DE L'ABITIBI-TÉMISCAMINGUE;8;Abitibi-Témiscamingue;677, 2e Rue Est; ;J9Z2X7;(819) 333-9753;87090;La Sarre;8111;Abitibi-Ouest;870;Abitibi-Ouest;811;RLS de l'Abitibi-Ouest;3;RUIS Université McGill;1;2;1; ;N;;1984/04/01 00:00:00+00;-79.198764;48.786726;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui; ;Non;Non;Non;-79.1987639998113;48.7867260002516
1372;52967361;CLSC DE SAINT-ANTOINE-DE-L'ISLE-AUX-GRUES;CLSC DE SAINT-ANTOINE-DE-L'ISLE-AUX-GRUES;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;101, rue de la Volière; ;G0R1P0;(418) 248-4651;18070;Saint-Antoine-de-l'Isle-aux-Grues;12151;Montmagny;180;Montmagny;1215;RLS de Montmagny-L'Islet;1;RUIS Université Laval;1;2;1; ;N;;1984/11/16 00:00:00+00;-70.540841;47.067532;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-70.540841000569;47.0675320002045
1373;52983848;CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE SPEID;CLSC ET GMFU SPEID;13818596;Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke;CSSS- INSTITUT UNIVERSITAIRE DE GÉRIATRIE DE SHERBROOKE;5;Estrie;8, rue Speid; ;J1M1R6;(819) 563-2572;43027;Sherbrooke;5151;Sherbrooke;430;Sherbrooke;515;RLS de Sherbrooke;4;RUIS Université de Sherbrooke;1;2;1;9;O;2007/04/02 00:00:00+00;1985/02/01 00:00:00+00;-71.858418;45.369833;Non;Oui;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-71.8584179997583;45.3698329997083
1374;53000956;CLSC DE SAINT-GÉDÉON-DE-BEAUCE;CLSC DE SAINT-GÉDÉON-DE-BEAUCE;11045333;Centre intégré de santé et de services sociaux de Chaudière-Appalaches;CISSS DE CHAUDIÈRE-APPALACHES;12;Chaudière-Appalaches;127, 1ère rue Sud, 4e étage; ;G0M1T0;(418) 582-3355;29013;Saint-Gédéon-de-Beauce;12132;Beauce-Sartigan;290;Beauce-Sartigan;1213;RLS de Beauce;1;RUIS Université Laval;1;2;1; ;N;;1985/02/05 00:00:00+00;-70.64092;45.852553;Non;Non;Non;Oui;Non;Non;Non;Non;Non; ;Non;Non;Non;-70.6409199993549;45.8525529998815
