"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Groupe d'âge";"Sexe";"Indicateurs";"Caractéristiques";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362209";"9.5.3.2.3";"12700";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362210";"9.5.3.2.4";"8.2";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362211";"9.5.3.2.5";"5.3";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362212";"9.5.3.2.6";"12.6";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362213";"9.5.3.2.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362214";"9.5.3.3.1";"9300";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362215";"9.5.3.3.2";"5300";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362216";"9.5.3.3.3";"14700";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362217";"9.5.3.3.4";"9.2";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362218";"9.5.3.3.5";"5.5";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362219";"9.5.3.3.6";"14.9";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362220";"9.5.3.3.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362221";"9.5.3.4.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362222";"9.5.3.4.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362223";"9.5.3.4.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362224";"9.5.3.4.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362225";"9.5.3.4.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362226";"9.5.3.4.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362227";"9.5.3.4.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362228";"9.5.3.5.1";"6600";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362229";"9.5.3.5.2";"3100";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362230";"9.5.3.5.3";"10800";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362231";"9.5.3.5.4";"6.6";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362232";"9.5.3.5.5";"3.7";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362233";"9.5.3.5.6";"11.4";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"50 à 64 ans";"Femmes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362234";"9.5.3.5.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362235";"9.6.1.1.1";"142600";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362236";"9.6.1.1.2";"136000";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362237";"9.6.1.1.3";"148600";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362238";"9.6.1.1.4";"91.3";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362239";"9.6.1.1.5";"87.7";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362240";"9.6.1.1.6";"93.9";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362241";"9.6.1.1.7";"0";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362242";"9.6.1.2.1";"9600";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362243";"9.6.1.2.2";"5800";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362244";"9.6.1.2.3";"13700";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362245";"9.6.1.2.4";"6.2";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362246";"9.6.1.2.5";"4.0";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362247";"9.6.1.2.6";"9.4";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362248";"9.6.1.2.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362249";"9.6.1.3.1";"3900";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362250";"9.6.1.3.2";"1500";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362251";"9.6.1.3.3";"6600";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362252";"9.6.1.3.4";"2.5";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362253";"9.6.1.3.5";"1.3";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362254";"9.6.1.3.6";"4.8";"E";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins partiellement satisfaits ou besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362255";"9.6.1.3.7";"0";"E";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362256";"9.6.1.4.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362257";"9.6.1.4.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362258";"9.6.1.4.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362259";"9.6.1.4.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362260";"9.6.1.4.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362261";"9.6.1.4.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"     Besoin perçu de soin de santé mentale, besoins partiellement satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362262";"9.6.1.4.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362263";"9.6.1.5.1";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362264";"9.6.1.5.2";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362265";"9.6.1.5.3";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362266";"9.6.1.5.4";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362267";"9.6.1.5.5";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362268";"9.6.1.5.6";"";"F";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Les deux sexes";"Besoin perçu de soin de santé mentale, besoins non satisfaits";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362269";"9.6.1.5.7";"";"F";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362270";"9.6.2.1.1";"68200";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362271";"9.6.2.1.2";"63800";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, nombre de personnes";"Nombre";"223";"unités";"0";"v1066362272";"9.6.2.1.3";"71800";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Pourcentage";"Pourcent";"239";"unités";"0";"v1066362273";"9.6.2.1.4";"95.3";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite inférieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362274";"9.6.2.1.5";"90.4";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Limite supérieure de l'intervalle de confiance de 95 %, pourcentage";"Pourcent";"239";"unités";"0";"v1066362275";"9.6.2.1.6";"97.8";"";"";"";"1"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, aucun besoin";"Statistiquement différent du taux du Canada (sauf les territoires)";"Nombre";"223";"unités";"0";"v1066362276";"9.6.2.1.7";"0";"";"";"";"0"
"2018";"Saskatchewan";"2016A000247";"65 ans et plus";"Hommes";"Besoin perçu de soin de santé mentale, tous les besoins satisfaits";"Nombre de personnes";"Nombre";"223";"unités";"0";"v1066362277";"9.6.2.2.1";"";"F";"";"";"0"
